,Open,High,Low,Close,EMA_20,Dist_EMA_20,RSI,RSI_Change,Momentum,Range,Target,Signal,Market_Pct_Change,Trade_Cost,Strategy_Returns,Market_Performance,Bot_Performance
2009-11-05,1.4862,1.4918,1.4811,1.4872,1.4814699247237364,0.0038678309836983,48.37067209775974,2.116925844013508,0.0023589674462491,0.0071947283485744,0,1,-0.0018827326519634813,0.0,-0.0018827326519634813,1.1212327215046458,3.3806156015092874
2009-11-06,1.4869,1.4914,1.4813,1.4844,1.4817489795119518,0.0017891157845921,43.20594479830142,-5.16472729945832,0.0077393075356415,0.0068040959310158,1,1,0.010307194826192356,0.0,0.010307194826192356,1.1327894856106961,3.415460265146509
2009-11-09,1.4848,1.502,1.4842,1.4997,1.4834586005108137,0.010948333498214,52.88007554296506,9.674130744663644,0.0150940842019764,0.0118690404747616,0,0,-0.000600120024004891,0.0001,-0.0001,1.132109675957399,3.4151187191199943
2009-11-10,1.4998,1.5021,1.4938,1.4988,1.4849196861764504,0.0093475182211976,49.14914914914913,-3.730926393815928,0.0182756980773148,0.0055377635441686,0,0,-0.00033360021350414826,0.0,-0.0,1.1317320039277894,3.4151187191199943
2009-11-11,1.499,1.505,1.4953,1.4983,1.4861940017786934,0.008145637922652,47.75967413441958,-1.3894750147295485,0.0082772543741587,0.0064740038710537,0,0,-0.009210438496963236,0.0,-0.0,1.1213082559105676,3.4151187191199943
2009-11-12,1.4985,1.5016,1.4822,1.4845,1.4860326682759608,-0.0010313826261565,42.63636363636365,-5.123310498055929,-0.0018154922001076,0.0130683731896261,1,1,0.004109127652408118,0.0001,0.0040091276524081175,1.1259158546718033,3.428810366013075
2009-11-13,1.485,1.4938,1.4825,1.4906,1.486467652249679,0.0027799782552058,52.062868369351655,9.426504732988,0.0041767717596334,0.0075808399302294,1,1,0.004226485978800376,0.0,0.004226485978800376,1.1306745222448829,3.4433021849489944
2009-11-16,1.49,1.5016,1.4881,1.4969,1.4874612091782808,0.0063455710733682,57.79727095516555,5.734402585813896,-0.0018670400746817,0.0090186385196072,0,0,-0.006146035139287798,0.0001,-0.0001,1.1237253569000683,3.4429578547304995
2009-11-17,1.497,1.4999,1.4808,1.4877,1.4874839511613016,0.0001452444838344,57.74099318403115,-0.056277771134404,-0.0074059247397917,0.0128386099347987,1,1,0.0057807353633123615,0.0001,0.005680735363312361,1.1302213158093513,3.462516387170261
2009-11-18,1.4874,1.499,1.4856,1.4963,1.4883235748602253,0.0053593353451542,56.338028169014045,-1.4029650150171022,-0.0013348461589801,0.0089554233776649,0,0,-0.002740092227494495,0.0001,-0.0001,1.1271244051665534,3.462170135531544
2009-11-19,1.496,1.4965,1.4843,1.4922,1.4886927582068703,0.002355920503942,60.3448275862068,4.00679941719276,0.0051869316268104,0.0081758477415895,0,1,-0.0042219541616405065,0.0001,-0.004321954161640507,1.122365737593474,3.447206794905976
2009-11-20,1.4926,1.4935,1.4801,1.4859,1.488426781234787,-0.0016976187654263,54.48785638859552,-5.85697119761128,-0.0031530927143431,0.0090181035062925,1,1,0.0069318258294635005,0.0,0.0069318258294635005,1.1301457814034293,3.4711022320064076
2009-11-23,1.4859,1.4999,1.4833,1.4962,1.4891670877838552,0.0047227153177357,62.211055276381884,7.72319888778636,-0.000467633108424,0.0110947734260125,0,0,-0.00013367196898805833,0.0001,-0.0001,1.1299947125915855,3.470755121783207
2009-11-24,1.496,1.4989,1.4889,1.496,1.48981784132825,0.0041496070863525,55.84112149532709,-6.36993378105479,0.0055790818041272,0.0066844919786096,1,1,0.011831550802139157,0.0001,0.011731550802139157,1.1433643024397615,3.5114724618161914
2009-11-25,1.4967,1.5145,1.4955,1.5137,1.4920923326303213,0.0144814545971078,62.97747306562192,7.136351570294821,0.0116286840874155,0.0125520248397964,0,1,-0.00799365792429152,0.0,-0.00799365792429152,1.1342246393232118,3.483402952145863
2009-11-26,1.5134,1.5142,1.4959,1.5016,1.4929978247607667,0.0057616796867147,57.71992818671459,-5.257544878907325,0.0062994236697493,0.012187000532765,0,0,-0.002197655833777401,0.0001,-0.0001,1.1317320039277892,3.4830546118506485
2009-11-27,1.5017,1.5019,1.4829,1.4983,1.49350279383117,0.0032120503481108,49.29577464788729,-8.424153538827298,0.0083451107073153,0.0126810385103116,1,0,0.0015350730828271875,0.0,0.0,1.1334692952639929,3.4830546118506485
2009-11-30,1.4983,1.5084,1.4964,1.5006,1.4941787182282016,0.0042975326133762,50.89285714285716,1.597082494969868,0.0029407833177381,0.0079968012794882,1,1,0.0050646408103425244,0.0001,0.004964640810342524,1.1392099101140571,3.500346726921294
2009-12-01,1.5004,1.512,1.4971,1.5082,1.4955140783969445,0.0084826494021732,54.5875810936052,3.694723950748042,0.0081550802139036,0.0098793263492904,0,0,-0.002718472351147083,0.0001,-0.0001,1.1361129994712593,3.499996692248602
2009-12-02,1.508,1.511,1.5033,1.5041,1.4963317852162832,0.0051915055607763,59.97963340122205,5.392052307616851,-0.0063420757085288,0.0051193404693835,1,1,0.0007313343527690641,0.0001,0.0006313343527690641,1.1369438779364,3.5022063603949967
2009-12-03,1.5043,1.5141,1.5043,1.5052,1.4971763771004467,0.0053591701166782,57.83261802575116,-2.147015375470893,0.0023974427277571,0.0065107626893436,0,1,-0.012955089024714317,0.0,-0.012955089024714317,1.1222146687816301,3.456834965213159
2009-12-04,1.5051,1.5091,1.4822,1.4857,1.496083388805166,-0.0069403810528627,44.73684210526322,-13.095775920487938,-0.008409530801575,0.0181059433263782,0,0,-0.0022211752036077614,0.0001,-0.0001,1.1197220333862075,3.4564892817166375
2009-12-07,1.4852,1.4905,1.4756,1.4824,1.49478020891896,-0.0082822938416568,47.36318407960196,2.626341974338736,-0.0121284819405571,0.0100512682137074,0,1,-0.008297355639503512,0.0001,-0.008397355639503511,1.110431301457814,3.427463911953931
2009-12-08,1.4826,1.4867,1.4681,1.4701,1.49242971283144,-0.0149619862426056,37.4280230326296,-9.93516104697236,-0.0252619016045617,0.0126522005305761,1,1,0.0015645194204476631,0.0,0.0015645194204476631,1.1121685927940177,3.432826245807066
2009-12-09,1.4702,1.4782,1.4668,1.4724,1.4905221211332074,-0.0121582369535244,40.332031250000014,2.904008217370418,-0.0210757263479822,0.0077424612876934,1,1,0.0004754142895952995,0.0,0.0004754142895952995,1.112697333635471,3.4344582604580207
2009-12-10,1.4724,1.476,1.4684,1.4731,1.4888628715014731,-0.0105871882516466,43.38842975206619,3.0563985020661733,-0.0213260696252989,0.0051591881067137,0,1,-0.007263593781820732,0.0,-0.007263593781820732,1.104615152201828,3.409511750793435
2009-12-11,1.473,1.4777,1.4586,1.4624,1.4863425980251426,-0.0161083979272036,32.61316872427993,-10.775261027786255,-0.0156828431042607,0.0130607221006565,1,1,0.002256564551422313,0.0,0.002256564551422313,1.1071077875972506,3.4172055341479335
2009-12-14,1.4615,1.4685,1.4598,1.4657,1.4843766363084625,-0.0125821411167653,34.89531405782664,2.2821453335467083,-0.011265515380464,0.0059357303677423,0,1,-0.008460121443678803,0.0,-0.008460121443678803,1.0977415212629353,3.3882955603310307
2009-12-15,1.4656,1.4663,1.4504,1.4533,1.4814169566600377,-0.018979772395362,18.210526315789693,-16.684787742036946,-0.011427794027617,0.0109406179040803,0,0,0.0,0.0001,-0.0001,1.0977415212629353,3.387956730774998
2009-12-16,1.4536,1.4591,1.4506,1.4533,1.4787391512638437,-0.017203271612915,20.868516284680556,2.65798996889086,-0.0129720184732409,0.0058487579990367,0,0,-0.013280121103695142,0.0,-0.0,1.083163380920009,3.387956730774998
2009-12-17,1.4529,1.4536,1.4304,1.434,1.474478279714906,-0.027452611728355,17.492416582406676,-3.3760997022738763,-0.0265426651279615,0.0161785216178522,1,1,0.0003486750348675738,0.0001,0.0002486750348675738,1.0835410529496186,3.388799231033153
2009-12-18,1.4337,1.4412,1.4262,1.4345,1.4706708245039626,-0.0245947794035843,15.962924819773818,-1.5294917626328584,-0.0190782275711158,0.0104566050888812,0,0,-0.004670616939700389,0.0001,-0.0001,1.0784802477528512,3.3884603511100497
2009-12-21,1.4338,1.4373,1.4268,1.4278,1.4665878888369184,-0.0264477084068103,8.212058212058622,-7.750866607715196,-0.0258579518318892,0.0073539711444179,0,0,-0.0020310967922677614,0.0,-0.0,1.0762897499811164,3.3884603511100497
2009-12-22,1.4274,1.4332,1.4218,1.4249,1.462617613709593,-0.0257877474987675,8.315789473684617,0.1037312616259953,-0.019541732608546,0.0080005614429083,1,1,0.006035511263948301,0.0001,0.005935511263948301,1.0827857088903996,3.408572595691506
2009-12-23,1.4248,1.4367,1.4234,1.4335,1.4598445076420126,-0.0180461052558022,15.02439024390263,6.708600770218013,-0.0136241656918737,0.0092779909312871,1,1,0.002790373212417263,0.0,0.002790373212417263,1.0858070851272756,3.418083785355103
2009-12-24,1.4338,1.4418,1.4322,1.4375,1.457716459295154,-0.0138685813460111,22.29885057471283,7.2744603308102,0.0024407252440725,0.0066782608695652,1,0,0.00020869565217385144,0.0001,-0.0001,1.0860336883450412,3.4177419769765676
2009-12-25,1.4379,1.4437,1.4358,1.4378,1.4558196536479966,-0.0123776688979592,23.452380952381134,1.1535303776683037,0.0023004531195538,0.0054945054945055,0,0,-6.95507024620623e-05,0.0,-0.0,1.0859581539391194,3.4177419769765676
2009-12-28,1.4378,1.4414,1.4353,1.4377,1.4540939723481874,-0.011274355481794,27.437325905292653,3.984944952911519,0.0069337442218797,0.0042428879460248,0,0,-0.0017388885024691714,0.0,-0.0,1.0840697937910722,3.4177419769765676
2009-12-29,1.4379,1.4458,1.4332,1.4352,1.4522945464102648,-0.0117707158320731,24.166666666666927,-3.2706592386257256,0.007228577444031,0.0087792642140467,0,0,-0.0009754738015608222,0.0,-0.0,1.0830123121081656,3.4177419769765676
2009-12-30,1.435,1.4361,1.4274,1.4338,1.450533161037859,-0.011535869352953,22.971114167813013,-1.195552498853914,0.0002092779909312,0.0060677918817128,0,0,-0.0009764262798158674,0.0,-0.0,1.081954830425259,3.4177419769765676
2009-12-31,1.4336,1.444,1.4307,1.4324,1.4488061933199674,-0.0113239392512344,26.340694006309263,3.36957983849625,-0.0035478260869565,0.0092851158894162,1,0,0.0006981290142418217,0.0,0.0,1.082710174484478,3.4177419769765676
2010-01-01,1.4323,1.4348,1.4322,1.4334,1.447338936813304,-0.0096307343489247,23.567921440262023,-2.7727725660472373,-0.0030602309083321,0.0018138691223665,1,1,0.0053020789730711115,0.0001,0.005202078973071111,1.0884507893345423,3.43552134065038
2010-01-04,1.4322,1.4456,1.4258,1.441,1.4467352285453705,-0.0039642558169657,39.07637655417418,15.508455113912156,0.0022953328232593,0.0137404580152672,0,0,-0.0032616238723109925,0.0001,-0.0001,1.0849006722562131,3.435177788516315
2010-01-05,1.4412,1.4484,1.4346,1.4363,1.445741397255335,-0.0065304882832151,36.06557377049184,-3.010802783682344,0.0007664437012262,0.0096080206085078,1,0,0.003341920211655136,0.0,0.0,1.0885263237404643,3.435177788516315
2010-01-06,1.4365,1.4435,1.4283,1.4411,1.4452993594214936,-0.0029055291515346,57.63440860215055,21.568834831658712,0.0050913656018971,0.0105474984386927,0,0,-0.0070085351467629176,0.0,-0.0,1.0808973487423525,3.435177788516315
2010-01-07,1.4408,1.4447,1.4299,1.431,1.4439375156670655,-0.008959886093886,46.88057040998215,-10.753838192168402,-0.0009773806199384,0.0103424178895878,1,1,0.006778476589797355,0.0001,0.006678476589797355,1.0882241861167765,3.458119542958713
2010-01-08,1.4307,1.4439,1.4264,1.4407,1.443629180841631,-0.0020290396457096,60.91370558375639,14.03313517377424,0.0050927863820287,0.012146873047824,1,0,0.0075657666412161095,0.0001,-0.0001,1.0964574363622634,3.4577737310044174
2010-01-11,1.4408,1.4557,1.4396,1.4516,1.4443883064757614,0.0049929049493863,69.89567809239925,8.981972508642862,0.0073560027758501,0.0110912096996417,0,0,-0.002135574538440377,0.0,-0.0,1.0941158697786846,3.4577737310044174
2010-01-12,1.4511,1.4548,1.4454,1.4485,1.4447798963352128,0.0025748584086914,62.17532467532449,-7.720353417074762,0.0084940472046228,0.0064894718674491,1,1,0.0017259233690025688,0.0001,0.0016259233690025688,1.096004229926732,3.4633958061183807
2010-01-13,1.4483,1.458,1.4456,1.451,1.4453722871604306,0.0038936078196335,61.231281198003245,-0.9440434773212444,0.0068697522725695,0.0085458304617504,0,0,-0.0006202618883529576,0.0001,-0.0001,1.095324420273435,3.463049466537769
2010-01-14,1.4509,1.4556,1.4446,1.4501,1.445822545526104,0.0029584920273459,60.13179571663905,-1.099485481364198,0.0133473095737246,0.0075856837459484,0,0,-0.007999448313909419,0.0,-0.0,1.0865624291864948,3.463049466537769
2010-01-15,1.4499,1.4512,1.4337,1.4385,1.4451251602379036,-0.0045844888873245,50.55401662049855,-9.577779096140496,-0.0015270354688694,0.0121654501216545,0,1,-6.951685783807005e-05,0.0001,-0.00016951685783807004,1.0864868947805728,3.462462421273664
2010-01-18,1.4383,1.44,1.4333,1.4384,1.4444846687866746,-0.0042123457023504,52.292263610315054,1.7382469898165027,-0.0090934141636814,0.0046579532814237,0,1,-0.00688264738598432,0.0,-0.00688264738598432,1.079008988594305,3.4386315133408156
2010-01-19,1.4382,1.4414,1.4253,1.4285,1.4429623193784198,-0.0100226590703003,46.61558109833984,-5.676682511975216,-0.0138073869520192,0.0112705635281764,0,1,-0.012950647532376736,0.0,-0.012950647532376736,1.0650351234987538,3.3940990086178155
2010-01-20,1.4286,1.4296,1.408,1.41,1.4398230508661891,-0.020712997231325,38.25995807127895,-8.355623027060894,-0.0282563749138525,0.0153191489361702,0,0,-0.0012056737588651556,0.0001,-0.0001,1.0637510385980817,3.393759598716954
2010-01-21,1.4104,1.4143,1.4028,1.4083,1.4368208555456,-0.0198499732485923,36.9406867845995,-1.3192712866794452,-0.0288255982346044,0.0081658737484909,1,1,0.003621387488461192,0.0001,0.003521387488461192,1.0676032933000985,3.405710341306721
2010-01-22,1.4081,1.4182,1.4066,1.4134,1.4345902978745904,-0.0147709753132896,35.25641025641028,-1.684276528189223,-0.0174487313173443,0.0082071600396206,1,1,0.00091976793547488,0.0,0.00091976793547488,1.0685852405770833,3.40884280447617
2010-01-25,1.4138,1.4194,1.4112,1.4147,1.432695983791296,-0.0125609228998281,38.02660753880279,2.770197282392509,-0.016476640711902,0.005796281897222,0,1,-0.005301477345020178,0.0,-0.005301477345020178,1.062920160132941,3.3907709015755048
2010-01-26,1.4147,1.4179,1.4043,1.4072,1.430267794858792,-0.0161283047424481,31.754574811625417,-6.272032727177368,-0.0149107455372768,0.0096645821489481,0,1,-0.0036952814098920594,0.0,-0.0036952814098920594,1.0589923710250022,3.37824104889771
2010-01-27,1.407,1.4097,1.3993,1.402,1.4275756239198594,-0.0179154249283365,33.52272727272725,1.7681524611018349,-0.0056737588652482,0.0074179743223965,0,0,-0.003566333808844413,0.0001,-0.0001,1.0552156507289074,3.3779032247928202
2010-01-28,1.4022,1.4052,1.3934,1.397,1.4246636597370157,-0.0194176776728636,23.769507803121243,-9.753219469606009,-0.0080238585528652,0.0084466714387974,0,0,-0.007730851825339946,0.0,-0.0,1.0470579348893425,3.3779032247928202
2010-01-29,1.397,1.3987,1.3862,1.3862,1.4210004540477763,-0.0244901076200544,10.697115384615516,-13.072392418505729,-0.0192443752653176,0.0090174577982974,1,1,0.004905497042273721,0.0001,0.004805497042273721,1.0521942744920314,3.394135728748649
2010-02-01,1.386,1.3938,1.3853,1.393,1.4183337441384642,-0.0178616240663812,18.06674338319914,7.369627998583624,-0.0153389411182582,0.0061019382627422,1,1,0.0022972002871501918,0.0,0.0022972002871501918,1.0546113754815323,3.401932738319357
2010-02-02,1.3931,1.3975,1.3886,1.3962,1.4162257685062296,-0.0141402373488457,18.7214611872146,0.654717804015462,-0.0078169414440022,0.0063744449219308,0,0,-0.0047987394356110435,0.0001,-0.0001,1.049550570284765,3.401592545045525
2010-02-03,1.3963,1.4026,1.3886,1.3895,1.4136804572199222,-0.0171046130661481,17.55888650963597,-1.1625746775786323,-0.0089158345221111,0.0100755667506297,0,0,-0.012162648434688728,0.0,-0.0,1.0367852556839643,3.401592545045525
2010-02-04,1.3893,1.3903,1.3725,1.3726,1.4097680327227866,-0.0263646442961266,16.61600810536983,-0.9428784042661392,-0.0174659985683607,0.0129680897566662,0,0,-0.0034970129680899076,0.0,-0.0,1.033159604199713,3.401592545045525
2010-02-05,1.3722,1.3746,1.3586,1.3678,1.4057710772253782,-0.0270108539295908,15.86073500967116,-0.7552730956986693,-0.013273697879094,0.0116976166106155,0,0,-0.0023395233221230605,0.0,-0.0,1.0307425032102124,3.401592545045525
2010-02-08,1.368,1.3717,1.362,1.3646,1.4018500222515329,-0.0265720452689402,16.959669079627673,1.098934069956513,-0.0203876525484565,0.0071083101275097,1,1,0.010772387512824277,0.0001,0.010672387512824278,1.0418460608807314,3.437895658846985
2010-02-09,1.3649,1.3839,1.3643,1.3793,1.39970240108472,-0.0145762421132584,33.47685683530676,16.51718775567909,-0.0121042830540037,0.0142101065757992,0,0,-0.004060030450228402,0.0001,-0.0001,1.037616134149105,3.4375518692811005
2010-02-10,1.3795,1.3813,1.3677,1.3737,1.3972259819337944,-0.0168376355993852,32.12809917355362,-1.3487576617531405,-0.0113709967614249,0.0099002693455631,0,1,-0.003348620513940359,0.0001,-0.003448620513940359,1.0341415514766978,3.4256970573869636
2010-02-11,1.3737,1.3801,1.3596,1.3691,1.3945473169877187,-0.0182477257513829,26.99896157840084,-5.129137595152784,-0.0025499052892321,0.0149733401504639,0,0,-0.004382441019647909,0.0001,-0.0001,1.0296094871213841,3.4253544876812247
2010-02-12,1.3691,1.3695,1.353,1.3631,1.3915523344174598,-0.0204464709761496,24.455445544554408,-2.54351603384643,-0.0034361748793683,0.0121047612060743,0,0,-0.0026410388085981173,0.0,-0.0,1.0268902485081957,3.4253544876812247
2010-02-15,1.363,1.364,1.3578,1.3595,1.3884997311396066,-0.0208856584479171,25.43769309989696,0.9822475553425534,-0.0037373589330207,0.0045605001838912,1,1,0.012504597278411245,0.0001,0.012404597278411245,1.0397310975149183,3.467844630636709
2010-02-16,1.3599,1.3779,1.3589,1.3765,1.3873568996025012,-0.0078255996028215,38.29201101928382,12.854317919386858,-0.0020300152251141,0.0138031238648746,0,0,-0.011623683254631367,0.0001,-0.0001,1.0276455925674146,3.467497846173645
2010-02-17,1.3771,1.379,1.3585,1.3605,1.3847990996403583,-0.0175470215475074,34.778982485404526,-3.513028533879293,-0.0096090849530464,0.0150679897096655,0,0,-0.006100698272693883,0.0,-0.0,1.0213762368758972,3.467497846173645
2010-02-18,1.3605,1.3655,1.3499,1.3522,1.3816944234841335,-0.021346560413669,35.519591141396944,0.7406086559924177,-0.0123438755386749,0.0115367549179114,1,1,0.006581866587782814,0.0001,0.006481866587782814,1.028098799002946,3.489973704605967
2010-02-19,1.3527,1.3618,1.3444,1.3611,1.3797330498189782,-0.0135048224157729,36.65271966527197,1.1331285238750226,-0.0014672437825544,0.0127837778267576,0,1,-0.0011020498126516065,0.0,-0.0011020498126516065,1.0269657829141174,3.486127579738647
2010-02-22,1.3611,1.3654,1.3574,1.3596,1.377815616502885,-0.0132206488914091,34.46519524617989,-2.187524419092078,7.355645457884918e-05,0.0058840835539864,0,0,-0.006546042953809894,0.0001,-0.0001,1.0202432207870686,3.485778966980673
2010-02-23,1.3594,1.3692,1.3497,1.3507,1.3752331768359436,-0.0178392851839046,33.83333333333334,-0.6318619128465457,-0.018743189248093,0.014436958614052,1,1,0.0024431776116089488,0.0001,0.002343177611608949,1.0227358561824915,3.4939467662151196
2010-02-24,1.3506,1.3626,1.3502,1.354,1.3732109695182346,-0.0139898165283185,41.25939849624063,7.426065162907285,-0.0047776552737963,0.0091580502215657,1,1,0.0007385524372229835,0.0,0.0007385524372229835,1.0234912002417105,3.496527229114835
2010-02-25,1.3538,1.3571,1.3451,1.355,1.371476591468879,-0.0120137606222153,43.76218323586748,2.502784739626847,0.0020706996006507,0.0088560885608856,1,1,0.005608856088560987,0.0,0.005608856088560987,1.0292318150917747,3.516138747152675
2010-02-26,1.3547,1.3683,1.3531,1.3626,1.3706312018051765,-0.0058594914478809,49.06542056074766,5.303237324880186,0.0011020498126514,0.0111551445765449,0,0,-0.004770292088653982,0.0001,-0.0001,1.0243220787068514,3.5157871332779598
2010-03-01,1.363,1.3664,1.3461,1.3561,1.3692472778237308,-0.0096018287103165,38.25910931174095,-10.806311249006711,-0.0025742865548689,0.0149693975370547,1,1,0.003908266352038892,0.0001,0.0038082663520388918,1.028325402220712,3.5291761871185536
2010-03-02,1.3559,1.3622,1.3434,1.3614,1.368499918030995,-0.0051881026351906,43.756345177664976,5.497235865924026,0.0079218183164284,0.0138093139415308,1,1,0.005949757602468075,0.0,0.005949757602468075,1.0344436891003856,3.5501739299683117
2010-03-03,1.3614,1.3736,1.3593,1.3695,1.368595163932805,0.000661142236244,50.19607843137253,6.439733253707551,0.011447562776957,0.010441767068273,0,0,-0.00847024461482282,0.0001,-0.0001,1.0256816980134456,3.549818912575315
2010-03-04,1.3695,1.3713,1.3552,1.3579,1.3675765768915853,-0.0070757111924068,47.58364312267663,-2.6124353086959005,0.0021402214022141,0.011856543191693,1,1,0.0031666543928123847,0.0001,0.003066654392812385,1.0289296774680872,3.5607049803372526
2010-03-05,1.358,1.3631,1.353,1.3622,1.3670645219495294,-0.0035583704144353,51.24653739612196,3.662894273445332,-0.0002935564362248,0.0074144765819997,1,1,0.0007341065922770174,0.0,0.0007341065922770174,1.029685021527306,3.563318917336472
2010-03-08,1.3626,1.3705,1.3606,1.3632,1.3666964722400503,-0.0025583385272954,42.79523293607791,-8.45130446004405,0.0052356020942407,0.0072623239436619,0,0,-0.0024207746478872583,0.0001,-0.0001,1.0271923861318835,3.562962585444738
2010-03-09,1.3633,1.3635,1.3538,1.3599,1.3660491891695694,-0.0045014405178977,49.623115577889486,6.827882641811577,-0.0011018069634198,0.0071328774174571,1,1,0.004412089124200103,0.0001,0.004312089124200102,1.0317244504871972,3.5783263976593664
2010-03-10,1.3601,1.368,1.3545,1.3659,1.3660349806772296,-9.881202102365276e-05,58.86157826649418,9.238462688604692,-0.0026286966046003,0.0098835932352295,1,1,0.0014642360348489092,0.0,0.0014642360348489092,1.0332351386056353,3.5835659121152705
2010-03-11,1.3651,1.3687,1.3621,1.3679,1.3662126015651124,0.0012350921320404,54.82954545454546,-4.032032811948717,0.007364312541424,0.0048249141019079,1,1,0.006433218802544216,0.0,0.006433218802544216,1.0398821663267626,3.606619775721247
2010-03-12,1.3679,1.38,1.3667,1.3767,1.367211401416054,0.0069401107788585,61.00386100386119,6.174315549315729,0.0106445455880193,0.0096607830318877,0,0,-0.006682646909275891,0.0001,-0.0001,1.032933000981948,3.606259113743675
2010-03-15,1.3767,1.3784,1.364,1.3675,1.3672388869954777,0.0001909783337833,60.76923076923081,-0.2346302346303801,0.0031543427230047,0.0105301645338208,1,1,0.00702010968921396,0.0001,0.00692010968921396,1.0401843039504501,3.631214822378509
2010-03-16,1.3674,1.3783,1.3656,1.3771,1.368178040614956,0.0065210514422771,63.7010676156584,2.931836846427593,0.0126479888227075,0.0092222787016194,0,0,-0.002614189238254294,0.0001,-0.0001,1.037465065337262,3.630851700896271
2010-03-17,1.3772,1.3818,1.3727,1.3735,1.368684893889722,0.0035180530827615,60.644418872267,-3.056648743391399,0.0055640969324255,0.0066254095376773,0,1,-0.009537677466326833,0.0001,-0.009637677466326832,1.0275700581614935,3.5958587232749686
2010-03-18,1.3733,1.3741,1.3587,1.3604,1.3678958563764152,-0.0054798443474138,48.80952380952381,-11.834895062743191,-0.0054828569339863,0.0113201999411938,0,0,-0.0055130843869450885,0.0001,-0.0001,1.021904977717351,3.595499137402641
2010-03-19,1.3604,1.3627,1.3503,1.3529,1.3664676795786614,-0.0099290160912147,48.28693790149888,-0.5225859080249364,-0.0172877170044308,0.0091654963411929,1,1,0.0027348658437431617,0.0001,0.002634865843743162,1.0246997507364612,3.6049727952709913
2010-03-22,1.3527,1.3568,1.3463,1.3566,1.3655279005711698,-0.00653805796823,47.38562091503271,-0.9013169864661634,-0.0079707495429615,0.0077399380804953,0,1,-0.005381099808344447,0.0,-0.005381099808344447,1.0191857391041628,3.5855740768532716
2010-03-23,1.3566,1.357,1.3476,1.3493,1.3639823862310585,-0.0107643517828912,38.90109890109887,-8.48452201393384,-0.0201873502287416,0.0069665752612466,0,1,-0.012747350478025554,0.0,-0.012747350478025554,1.0061938212855965,3.5398675074306998
2010-03-24,1.3494,1.3501,1.3306,1.3321,1.3609459684947671,-0.0211955280830667,36.6459627329192,-2.255136168179668,-0.0301419730615215,0.0146385406501013,0,1,-0.0027024998123263977,0.0,-0.0027024998123263977,1.0034745826724083,3.530301016156208
2010-03-25,1.3322,1.3387,1.3268,1.3285,1.3578558762571704,-0.0216192872678709,32.429614181438936,-4.216348551480266,-0.0234489855924728,0.0089574708317651,1,1,0.009183289424162577,0.0,0.009183289424162577,1.0126897801948798,3.562720792141986
2010-03-26,1.3286,1.3425,1.3268,1.3407,1.3562219832802969,-0.0114450167241455,39.49579831932775,7.066184137888811,-0.0090176657550447,0.0117103005892444,1,1,0.0050719773252778655,0.0,0.0050719773252778655,1.0178261197975689,3.580790831216026
2010-03-29,1.3411,1.3525,1.3405,1.3475,1.355391318205983,-0.005822169656825,44.39421338155507,4.898415062227322,-0.0067079463364293,0.0089053803339517,0,0,-0.004378478664192942,0.0001,-0.0001,1.013369589848177,3.5804327521329045
2010-03-30,1.3473,1.3537,1.3396,1.3416,1.3540778593292226,-0.0092150235256072,39.00452488687785,-5.389688494677216,-0.0057066627139998,0.010509838998211,1,1,0.006708407871198752,0.0001,0.006608407871198751,1.020167686381148,3.6040937121143974
2010-03-31,1.342,1.3546,1.3385,1.3506,1.3537466346312017,-0.0023243896241032,42.6382978723405,3.633772985462649,0.0138878462577884,0.0119206278690952,1,1,0.004442470013327426,0.0,0.004442470013327426,1.024699750736462,3.6201047903556876
2010-04-01,1.3507,1.3585,1.3458,1.3566,1.354018383713944,0.0019066331130414,41.23801220575415,-1.400285666586349,0.021151674821227,0.009361639392599,0,0,-0.004717676544301885,0.0001,-0.0001,1.0198655487574606,3.619742779876652
2010-04-02,1.3571,1.3583,1.3472,1.3502,1.3536547281221398,-0.0025521486760012,42.26988382484367,1.0318716190895143,0.0070858506750206,0.0082210042956599,0,0,-0.0014812620352540051,0.0,-0.0,1.0183548606390227,3.619742779876652
2010-04-05,1.3491,1.3538,1.3457,1.3482,1.3531352302057456,-0.0036472557181111,36.14573346116974,-6.124150363673927,0.0005194805194805,0.0060080106809078,0,0,-0.006527221480492562,0.0,-0.0,1.0117078329178957,3.619742779876652
2010-04-06,1.3483,1.3497,1.3353,1.3394,1.3518271130432935,-0.0091928271917235,34.429223744292244,-1.7165097168774963,-0.0016398330351818,0.0107510825742869,0,1,-0.004330297147976725,0.0001,-0.004430297147976725,1.0073268373744255,3.6037062437625553
2010-04-07,1.3394,1.3409,1.3324,1.3336,1.3500911975153609,-0.0122148767029298,36.88845401174164,2.4592302674493998,-0.0125869983710944,0.0063737252549489,1,1,0.0015746850629876352,0.0,0.0015746850629876352,1.0089130598987857,3.6093809461560036
2010-04-08,1.334,1.3366,1.3279,1.3357,1.348720607275803,-0.0096540433990271,41.11570247933895,4.227248467597306,-0.0154061624649859,0.0065134386464025,1,1,0.010631129744703038,0.0,0.010631129744703038,1.019638945539695,3.647752743292647
2010-04-09,1.3355,1.3501,1.3337,1.3499,1.3488329303923932,0.0007911058393988,46.87791239515382,5.762209915814871,-0.000222189305288,0.0121490480776353,1,1,0.006296762723164706,0.0,0.006296762723164706,1.0260593700430563,3.670721776789934
